Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,Resource Type,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Format,Information,Download,ID,Identifier,Provider,Code,Member Of,Is Part Of,Rights,Accrual Method,Date Accessioned,Access Rights
BPTC GTFS Feed [Indiana--Bloomington],BPTC GTFS Feed,,eng,data.bloomington.in.gov,Indiana--Bloomington,Datasets,Vector data,2022-07-05,Continually updated resource,,Indiana--Bloomington|Indiana,"-86.592,39.121,-86.471,39.221",Shapefile,https://data.bloomington.in.gov/d/gief-ttiy,https://data.bloomington.in.gov/download/gief-ttiy/application/zip,gief-ttiy,https://data.bloomington.in.gov/api/views/gief-ttiy,"City of Bloomington, Indiana Open Data Portal",01c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,01c-01,,Socrata,2024-05-28,Public
Chicago Historic Resources Survey - Red and Orange Buildings - KML [Illinois--Chicago],Chicago Historic Resources Survey - Red and Orange Buildings - KML,"The Chicago Historic Resources Survey (CHRS), completed in 1995, was a decade-long research effort by the City of Chicago to analyze the historic and architectural importance of all buildings, objects, structures, and sites constructed in the city prior to 1940. During 12 years of field work and follow-up research that started in 1983, CHRS surveyors identified approximately 9,900 properties which were considered to have some historic or architectural importance. Please note that this CHRS dataset is limited and does not include the entire survey: 1.	A color-coded ranking system was used to identify historic and architectural significance relative to age, degree of external physical integrity, and level of possible significance. This dataset only includes buildings identified with the two highest color codes: ""Red"" and ""Orange."" Buildings and structures coded ""Red"" or ""Orange"" (unless designated as a Chicago Landmark or located within a Chicago Landmark District) are subject to the City of Chicago's Demolition-Delay Ordinance (link to: http://www.cityofchicago.org/city/en/depts/dcd/supp_info/demolition_delay.html), adopted by City Council in 2003. 2.	Only buildings are included in this dataset; structures and objects such as bridges, park structures, monuments and mausoleums, generally are not represented. Likewise, garages, coach houses, and other secondary structures associated with a building may not be consistently depicted or color-coded. If an ""Orange""- or ""Red""-rated building was demolished after 2008, it may still appear in the map. The CHRS occasionally rated only part of a building or part of a group of joined buildings as ""Orange"" or ""Red;"" however the entire building or group of joined buildings may be incorrectly identified as ""Orange"" or ""Red."" Additional information about the CHRS is available at www.cityofchicago.org/Landmarks/ or by contacting the Historic Preservation Division at (312) 744-3200. To view or use this KMZ file, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required. To download this file, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-03-09,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/cmb2-8jw8,https://data.cityofchicago.org/download/cmb2-8jw8/application/zip,cmb2-8jw8,https://data.cityofchicago.org/api/views/cmb2-8jw8,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Special Service Areas (deprecated November ) [Illinois--Chicago] {2013},Boundaries - Special Service Areas (deprecated November 2013),"Special Service Areas (SSA) boundaries in Chicago. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required. The Special Service Area program is a mechanism used to fund expanded services and programs through a localized property tax levy within contiguous industrial, commercial and residential areas. The enhanced services and programs are in addition to services and programs currently provided through the city. SSA-funded projects could include, but are not limited to, security services, area marketing and advertising assistance, promotional activities such as parades and festivals, or any variety of small scale capital improvements that could be supported through a modest property tax levy",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-06-27,2013,2013-2013,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/dbvs-iaa4,https://data.cityofchicago.org/download/dbvs-iaa4/application/zip,dbvs-iaa4,https://data.cityofchicago.org/api/views/dbvs-iaa4,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Ward Offices - KML (Deprecated May ) [Illinois--Chicago] {2015},Ward Offices - KML (Deprecated May 2015),"OUTDATED. See the current data at https://data.cityofchicago.org/d/fwns-qqic -- To view or use these files, special GIS software such as Google Earth is required. To download, right-click the ""Download"" link above and choose ""Save link as."" This version of the data was posted 8/8/2012 and stayed live until 7/16/2015, when it was replaced with the list of aldermen inaugurated 5/18/2015, after allowing time for most office space arrangements to be finalized.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-08-01,2015,2015-2015,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/dfjs-8rrk,https://data.cityofchicago.org/download/dfjs-8rrk/application/zip,dfjs-8rrk,https://data.cityofchicago.org/api/views/dfjs-8rrk,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Police Beats (effective 12/19/) [Illinois--Chicago] {2012},Boundaries - Police Beats (effective 12/19/2012),"Police beat boundaries in Chicago which are effective as of December 19, 2012. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2013-02-13,2012,2012-2012,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/dq28-4w9c,https://data.cityofchicago.org/api/geospatial/dq28-4w9c?method=export&format=Original,dq28-4w9c,https://data.cityofchicago.org/api/views/dq28-4w9c,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Liquor Moratorium Districts - Packaged Goods [Illinois--Chicago],Liquor Moratorium Districts - Packaged Goods,"There are nine major classes of liquor licenses in the City of Chicago, the most common being Tavern, Package Goods and Incidental - Consumption on Premises. These categories were established to help the City identify and regulate the various types of establishments serving alcoholic beverages. They are described at the following link: http://bit.ly/P0Gn4c. The Chicago City Council has passed a series of ordinances restricting the issuance of liquor licenses in various locations throughout the City in sections 4-60-022 and 4-60-023 of the Municipal Code. In general, consumption on premises liquor licenses are affected by the 022 moratorium and Package Goods are affected by the 023 moratorium. However, moratoriums can be complicated, so determining whether or not a moratorium applies to a specific license application is not always straightforward. Users of the data should contact the Department of Business Affairs and Consumer Protection if they have any questions. These GIS layers show the locations of moratoriums passed by the City Council. It is updated monthly if any restrictions have been added or deleted. Columns are as follows: 	CODE refers to the specific ordinance passed by City County. If there are more than one, they are connected by an underscore. They are in the format ww.nnn where ww is the ward number and nnn is a sequential number. 	ST_SDE refers to which side of the street the ordinance refers to. 	CREADATE is the date that the ordinance was input into the digital system, usually within a week after passed by City Council. Dates before 2003 do not relect the actual date passed. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as ESRI ArcGIS or QGIS, are required. To download this file, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-11-02,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/ds8w-gykc,https://data.cityofchicago.org/download/ds8w-gykc/application/zip,ds8w-gykc,https://data.cityofchicago.org/api/views/ds8w-gykc,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - U.S. Congressional Districts [Illinois--Chicago],Boundaries - U.S. Congressional Districts,"U.S. Congressional district boundaries in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/dw5c-9g79,https://data.cityofchicago.org/download/dw5c-9g79/application/zip,dw5c-9g79,https://data.cityofchicago.org/api/views/dw5c-9g79,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Industrial Corridors (current) [Illinois--Chicago],Boundaries - Industrial Corridors (current),"Current industrial corridors in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2013-02-08,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/e6xh-nr8w,https://data.cityofchicago.org/api/geospatial/e6xh-nr8w?method=export&format=Original,e6xh-nr8w,https://data.cityofchicago.org/api/views/e6xh-nr8w,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Parks - Chicago Park District Artworks (current) [Illinois--Chicago],Parks - Chicago Park District Artworks (current),"Inventory of public art located on Chicago Park District premises as of November 4, 2016.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2015-03-19,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/e9ef-hrzb,https://data.cityofchicago.org/api/geospatial/e9ef-hrzb?method=export&format=Original,e9ef-hrzb,https://data.cityofchicago.org/api/views/e9ef-hrzb,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Parks - Chicago Park District Park Boundaries (current) [Illinois--Chicago],Parks - Chicago Park District Park Boundaries (current),"Current boundaries of Chicago Park District properties as of November 4, 2016.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2015-03-19,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/ej32-qgdr,https://data.cityofchicago.org/api/geospatial/ej32-qgdr?method=export&format=Original,ej32-qgdr,https://data.cityofchicago.org/api/views/ej32-qgdr,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Chicago Public Schools - Safe Passage Routes SY1617 [Illinois--Chicago],Chicago Public Schools - Safe Passage Routes SY1617,"Chicago Public Schools, in partnership with parents, the Chicago Police Department (CPD) and City of Chicago, has expanded the District's successful Safe Passage Program to provide safe routes to and from school every day for your child. This map presents the Safe Passage Routes specifically designed for designated schools during the 2016-2017 school year. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2016-08-31,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/ewfe-5r6t,https://data.cityofchicago.org/api/geospatial/ewfe-5r6t?method=export&format=Original,ewfe-5r6t,https://data.cityofchicago.org/api/views/ewfe-5r6t,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Recycling Service Areas - Shapefile (Deprecated March ) [Illinois--Chicago] {2013},Boundaries - Recycling Service Areas - Shapefile (Deprecated March 2013),"Blue Cart Residential Recycling zones and schedule. Each recycling zone is divided into two sections - A (Orange) and B (Yellow). Collection is done on an alternating-week basis. For 2012, B/Yellow sections were collected the week of 1/2/2012 and A/Orange sections were collected the week of 1/9/2012, continuing to alternate from there. See http://bit.ly/wssHIB or https://data.cityofchicago.org/d/eb3b-ehmq for the full schedule. For more about Recycling in Chicago, visit http://bit.ly/IcfLHr. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-04-12,2013,2013-2013,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/f2im-mrqs,https://data.cityofchicago.org/download/f2im-mrqs/application/zip,f2im-mrqs,https://data.cityofchicago.org/api/views/f2im-mrqs,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Recycling Service Areas - KML (Deprecated March ) [Illinois--Chicago] {2013},Boundaries - Recycling Service Areas - KML (Deprecated March 2013),"Blue Cart Residential Recycling zones and schedule. Each recycling zone is divided into two sections - A (Orange) and B (Yellow). Collection is done on an alternating-week basis. For 2012, B/Yellow sections were collected the week of 1/2/2012 and A/Orange sections were collected the week of 1/9/2012, continuing to alternate from there. See http://bit.ly/wssHIB or https://data.cityofchicago.org/d/eb3b-ehmq for the full schedule. For more about Recycling in Chicago, visit http://bit.ly/IcfLHr. To view or use these files, special GIS software, such as Google Earth is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-10-04,2013,2013-2013,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/fhty-4yev,https://data.cityofchicago.org/download/fhty-4yev/application/zip,fhty-4yev,https://data.cityofchicago.org/api/views/fhty-4yev,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Police Districts (current) [Illinois--Chicago],Boundaries - Police Districts (current),"Current police district boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2013-02-13,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/fthy-xz3r,https://data.cityofchicago.org/api/geospatial/fthy-xz3r?method=export&format=Original,fthy-xz3r,https://data.cityofchicago.org/api/views/fthy-xz3r,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Enterprise Communities (Deprecated October ) [Illinois--Chicago] {2013},Boundaries - Enterprise Communities (Deprecated October 2013),"OUTDATED. See the current data at https://data.cityofchicago.org/d/64xf-pyvh -- Enterprise Community boundaries in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required. The Empowerment Zones/Enterprise Communities program (EZ/EC) is a Federal, State, local government partnership for stimulating comprehensive renewal--particularly economic growth and social development--in distressed urban neighborhoods and rural areas across the nation. For more information, go to http://www.hud.gov/offices/cpd/economicdevelopment/programs/rc/.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,2013,2013-2013,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/fuz2-7vqu,https://data.cityofchicago.org/download/fuz2-7vqu/application/zip,fuz2-7vqu,https://data.cityofchicago.org/api/views/fuz2-7vqu,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Tax Increment Financing Districts [Illinois--Chicago],Boundaries - Tax Increment Financing Districts,"Tax Increment Financing (TIF) district boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2016-01-14,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/fz5x-7zak,https://data.cityofchicago.org/api/geospatial/fz5x-7zak?method=export&format=Original,fz5x-7zak,https://data.cityofchicago.org/api/views/fz5x-7zak,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Individual Landmarks - KML  (Deprecated December ) [Illinois--Chicago] {2013},Individual Landmarks - KML  (Deprecated December 2013),"Individual Chicago Landmarks designated by City Council upon recommendation of the Commission on Chicago Landmarks. To view or use these files, special GIS software such as Google Earth is required. To download, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-07-18,2013,2013-2013,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/g5sm-atjv,https://data.cityofchicago.org/download/g5sm-atjv/application/zip,g5sm-atjv,https://data.cityofchicago.org/api/views/g5sm-atjv,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Open Spaces - Neighbor Space Gardens [Illinois--Chicago],Open Spaces - Neighbor Space Gardens,"NeighborSpace is a nonprofit organization whose mission is to acquire and support the community based management of small parks, gardens, natural areas, river edges, and scenic landscapes in the City of Chicago for preservation, conservation, and educational public open space purposes. NeighborSpace primarily focuses on those parcels where community groups have established gardens or parks. These groups apply to NeighborSpace so the site can be owned by a nonprofit that has a mission to preserve and protect the sites. NeighborSpace continues to work in partnership with the three founding governmental agencies the City of Chicago, Chicago Park District, the Forest Preserve District of Cook County, as well as other nonprofit organizations and local community groups. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required. To download, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-07-08,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/gacm-z663,https://data.cityofchicago.org/download/gacm-z663/application/zip,gacm-z663,https://data.cityofchicago.org/api/views/gacm-z663,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - ZIP Codes [Illinois--Chicago],Boundaries - ZIP Codes,"ZIP Code boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2013-09-26,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/gdcf-axmw,https://data.cityofchicago.org/api/geospatial/gdcf-axmw?method=export&format=Original,gdcf-axmw,https://data.cityofchicago.org/api/views/gdcf-axmw,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Parks - Public Art - Shapefiles (deprecated November ) [Illinois--Chicago] {2016},Parks - Public Art - Shapefiles (deprecated November 2016),"Public art located in Chicago parks. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS or QGIS, is required. To download this file, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-02-08,2016,2016-2016,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/gfnu-w3q6,https://data.cityofchicago.org/download/gfnu-w3q6/application/zip,gfnu-w3q6,https://data.cityofchicago.org/api/views/gfnu-w3q6,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - State Congressional Districts (House) [Illinois--Chicago],Boundaries - State Congressional Districts (House),"State of Illinois House Congressional boundaries in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/gpzv-tfuc,https://data.cityofchicago.org/download/gpzv-tfuc/application/zip,gpzv-tfuc,https://data.cityofchicago.org/api/views/gpzv-tfuc,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Parks - KML (deprecated November ) [Illinois--Chicago] {2016},Parks - KML (deprecated November 2016),"KML file of parks managed by the Chicago Park District. To view or use these files, special GIS software, such as Google Earth, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-06-24,2016,2016-2016,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/hmfy-xsta,https://data.cityofchicago.org/download/hmfy-xsta/application/zip,hmfy-xsta,https://data.cityofchicago.org/api/views/hmfy-xsta,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
CTA Bus Stops [Illinois--Chicago],CTA Bus Stops,Map representing locations of CTA bus stops.,eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2017-02-28,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/hvnx-qtky,https://data.cityofchicago.org/api/geospatial/hvnx-qtky?method=export&format=Original,hvnx-qtky,https://data.cityofchicago.org/api/views/hvnx-qtky,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Police Districts - KML [Illinois--Chicago],Boundaries - Police Districts - KML,"KML files of police districts in Chicago. To view or use these files, special GIS software such as Google Earth is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-06-24,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/i3nc-42da,https://data.cityofchicago.org/download/i3nc-42da/application/zip,i3nc-42da,https://data.cityofchicago.org/api/views/i3nc-42da,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Farmers Markets - KML [Illinois--Chicago],Farmers Markets - KML,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago. Markets are held Tuesday, Wednesday, Thursday, Saturday and Sunday around the city. To view or use these files, special GIS software such as Google Earth is required. To download, right-click the ""Download"" link above and choose ""Save link as."" Data Owner: Cultural Affairs and Special Events. Time Period: 2011. Frequency: Data is updated annually or as needed. Last updated August 2011",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-08-08,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/i8zf-neai,https://data.cityofchicago.org/download/i8zf-neai/application/zip,i8zf-neai,https://data.cityofchicago.org/api/views/i8zf-neai,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Snow Route Parking Restrictions (Deprecated December ) [Illinois--Chicago] {2021},Snow Route Parking Restrictions (Deprecated December 2021),"OUTDATED. See the current data at https://data.cityofchicago.org/d/i6k4-giaj -- No parking is allowed on Snow Routes when there is two or more inches on the ground regardless of date or time. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS or QGIS, is required. To download this file, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-12-01,2021,2021-2021,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/i9q6-fx2v,https://data.cityofchicago.org/download/i9q6-fx2v/application/zip,i9q6-fx2v,https://data.cityofchicago.org/api/views/i9q6-fx2v,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Liquor Moratorium Districts - Packaged Goods - KML [Illinois--Chicago],Liquor Moratorium Districts - Packaged Goods - KML,"There are nine major classes of liquor licenses in the City of Chicago, the most common being Tavern, Package Goods and Incidental - Consumption on Premises. These categories were established to help the City identify and regulate the various types of establishments serving alcoholic beverages. They are described at the following link: http://bit.ly/P0Gn4c. The Chicago City Council has passed a series of ordinances restricting the issuance of liquor licenses in various locations throughout the City in sections 4-60-022 and 4-60-023 of the Municipal Code. In general, consumption on premises liquor licenses are affected by the 022 moratorium and Package Goods are affected by the 023 moratorium. However, moratoriums can be complicated, so determining whether or not a moratorium applies to a specific license application is not always straightforward. Users of the data should contact the Department of Business Affairs and Consumer Protection if they have any questions. These GIS layers show the locations of moratoriums passed by the City Council. It is updated monthly if any restrictions have been added or deleted. Columns are as follows: 	CODE refers to the specific ordinance passed by City County. If there are more than one, they are connected by an underscore. They are in the format ww.nnn where ww is the ward number and nnn is a sequential number. 	ST_SDE refers to which side of the street the ordinance refers to. 	CREADATE is the date that the ordinance was input into the digital system, usually within a week after passed by City Council. Dates before 2003 do not relect the actual date passed. To view or use this KML file, special GIS software such as Google Earth is required. To download, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-11-24,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/ivsh-5css,https://data.cityofchicago.org/download/ivsh-5css/application/zip,ivsh-5css,https://data.cityofchicago.org/api/views/ivsh-5css,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Open Spaces - Malls and Plazas [Illinois--Chicago],Open Spaces - Malls and Plazas,"Malls & Plazas sites are City-owned properties maintained by the Chicago Department of Transportation for public open space. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required. To download, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-07-08,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/ixxk-b6xq,https://data.cityofchicago.org/download/ixxk-b6xq/application/zip,ixxk-b6xq,https://data.cityofchicago.org/api/views/ixxk-b6xq,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Tax Increment Financing Districts (Deprecated April ) [Illinois--Chicago] {2013},Boundaries - Tax Increment Financing Districts (Deprecated April 2013),"OUTDATED. See the current data at https://data.cityofchicago.org/d/fz5x-7zak -- Tax Increment Financing (TIF) district boundaries in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,2013,2013-2013,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/iyec-2es5,https://data.cityofchicago.org/download/iyec-2es5/application/zip,iyec-2es5,https://data.cityofchicago.org/api/views/iyec-2es5,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
