Title,Alternative Title,Description,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Suppressed,Child Record
Map of St. Paul,Map of St. Paul,,eng,,", 1915",,Streets|Roads|Grading (Earthwork),1915,,1915-1915,"Saint Paul, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll245:1110,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll245/id/1110,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll245/1110/manifest.json,UMN_ALMA:9978418005801701,p16022coll245:1110,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of St. Paul,Map of St. Paul,,eng,,", 1915",,Bridges|Railroad Crossings|Roads|Railroads,1915,,1915-1915,"Saint Paul, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll245:1111,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll245/id/1111,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll245/1111/manifest.json,UMN_ALMA:9978417600501701,p16022coll245:1111,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of St. Paul,Map of St. Paul,,eng,,", 1915",,Streets|Roads|Pavements|Parkways,1915,,1915-1915,"Saint Paul, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll245:1112,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll245/id/1112,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll245/1112/manifest.json,UMN_ALMA:9978417600901701,p16022coll245:1112,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of St. Paul,Map of St. Paul,,eng,,", 1919",,Streets|Roads|Pavements|Parkways,1919,,1919-1919,"Saint Paul, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll245:1115,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll245/id/1115,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll245/1115/manifest.json,UMN_ALMA:9978417599001701,p16022coll245:1115,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of St. Paul,Map of St. Paul,,eng,,", 1917",,Bridges|Railroad Crossings|Roads|Railroads,1917,,1917-1917,"Saint Paul, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll245:1117,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll245/id/1117,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll245/1117/manifest.json,UMN_ALMA:9978417803901701,p16022coll245:1117,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of St. Paul : annual report -- Dept. of Public Works,Map of St. Paul : annual report -- Dept. of Public Works,,eng,,", 1919",,Streets|Roads|Grading (Earthwork),1919,,1919-1919,"Saint Paul, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll245:1101,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll245/id/1101,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll245/1101/manifest.json,UMN_ALMA:9978417599101701,p16022coll245:1101,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Map of St. Paul : annual report, Dept. of Public Works, 1920","Map of St. Paul : annual report, Dept. of Public Works, 1920",,eng,,", 1921",,Streets|Roads|Pavements|Parkways,1921,,1921-1921,"Saint Paul, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll245:1105,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll245/id/1105,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll245/1105/manifest.json,UMN_ALMA:9978376497301701,p16022coll245:1105,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Map of St. Paul : annual report, Dept. of Public Works, 1920","Map of St. Paul : annual report, Dept. of Public Works, 1920",,eng,,", 1921",,Streets|Roads|Grading (Earthwork),1921,,1921-1921,"Saint Paul, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll245:1106,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll245/id/1106,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll245/1106/manifest.json,UMN_ALMA:9978376497401701,p16022coll245:1106,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Map of St. Paul : annual report, Dept. of Public Works, 1920","Map of St. Paul : annual report, Dept. of Public Works, 1920",,eng,,", 1921",,Sewerage,1921,,1921-1921,"Saint Paul, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll245:1109,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll245/id/1109,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll245/1109/manifest.json,UMN_ALMA:9978376381301701,p16022coll245:1109,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Carte des Royaumes d'Angleterre, d'Ecosse et d'Irlande : avec les costes maritimes de France, Païs-Bas, d'Allemagne, Danemarck et Norvège, qui environnent la Mer du Nord, ou sont marquez les Bancs et les Sondes &c. : dressée sur plusieurs cartes particulières, mémoires et autres, faites sur les lieux par opérations géométriques","Carte des Royaumes d'Angleterre, d'Ecosse et d'Irlande : avec les costes maritimes de France, Païs-Bas, d'Allemagne, Danemarck et Norvège, qui environnent la Mer du Nord, ou sont marquez les Bancs et les Sondes &c. : dressée sur plusieurs cartes particulières, mémoires et autres, faites sur les lieux par opérations géométriques",,fre,,"Chez Sr. Jaillot, Géographe, joignant les Grands Augustins aux deux Globes (A Paris)",,Coasts|Nautical Charts,1715,,1715-1715,Scotland,,https://umedia.lib.umn.edu/item/p16022coll230:4276,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4276,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4276/manifest.json,UMN_ALMA:9978301851001701,p16022coll230:4276,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of the state of South Dakota,Map of the state of South Dakota,,eng,,"A.B. Graham Photo. Lith (Washington, D.C)",,Land Use|Counties|Cities and Towns|Indian Reservations|Military Bases|Forest Reserves|Coal,1906,,1906-1906,South Dakota|South Dakota,,https://umedia.lib.umn.edu/item/p16022coll230:4265,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4265,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4265/manifest.json,UMN_ALMA:9978376530201701,p16022coll230:4265,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"The Black Hills region, South Dakota - Wyoming","The Black Hills region, South Dakota - Wyoming",,eng,,"The Service (Washington, D.C)",,Roads,1929,,1929-1929,South Dakota|Wyoming,,https://umedia.lib.umn.edu/item/p16022coll230:4141,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4141,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4141/manifest.json,UMN_ALMA:9920628340001701,p16022coll230:4141,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Atlas of the environs of St. Paul including the whole of Ramsey County, Minnesota.","Atlas of the environs of St. Paul including the whole of Ramsey County, Minnesota.",,eng,,"G.M. Hopkins (Philadelphia, Pennsylvania), 1886",,Real Property Minnesota Saint Paul Maps|Real Property Minnesota Ramsey County Maps|Ramsey County (Minn.) Maps|Saint Paul (Minn.) Maps,1886,,1886-1886,"St. Paul, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll231:2567,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll231/id/2567,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll231/2567/manifest.json,UMN_ALMA:9959435570001701,p16022coll231:2567,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Curtice's revised atlas of the city of St. Paul.,Curtice's revised atlas of the city of St. Paul.,,eng,,"H.M. Smyth Printing Co., under the direction and supervision of C.L. Annan (St. Paul, Minnesota), 1908",,Real Property Minnesota Saint Paul Maps|Saint Paul (Minn.) Maps,1908,,1908-1908,"St. Paul, Minnesota|Minnesota",,https://umedia.lib.umn.edu/item/p16022coll245:850,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll245/id/850,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll245/850/manifest.json,UMN_ALMA:9925533120001701,p16022coll245:850,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Karta Öfver Stockholms Län,Karta Öfver Stockholms Län,,swe,,Axel E. Aamodts. lith Etabl (Kjöbhavn),,,1865,,1865-1865,Stockholms län,,https://umedia.lib.umn.edu/item/p16022coll230:4194,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4194,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4194/manifest.json,UMN_ALMA:9976715509001701,p16022coll230:4194,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Svenska turistföreningens Atlas över Sverige : 48 kartor och 7 profiler samt fullständigt alfabetiskt namnregister.,Svenska turistföreningens Atlas över Sverige : 48 kartor och 7 profiler samt fullständigt alfabetiskt namnregister.,,swe,,"A. -b. kartografiska institutet (Stockholm), 1923",,Sweden Maps,1923,,1923-1923,Sweden,,https://umedia.lib.umn.edu/item/p16022coll229:1984,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll229/id/1984,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll229/1984/manifest.json,UMN_ALMA:9959448940001701,p16022coll229:1984,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of Syria in the IV-V-VI centuries,Map of Syria in the IV-V-VI centuries,,eng,,"American Geographical Society of New York (New York, N.Y)",,,1920,,1920-1920,Syria,,https://umedia.lib.umn.edu/item/p16022coll230:4277,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4277,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4277/manifest.json,UMN_ALMA:9956112940001701,p16022coll230:4277,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Tabasco,Tabasco,,spa,,"El Direccion (México, Distrito Federal)",,,1920 - 1929,,1920 - 1929,Tabasco,,https://umedia.lib.umn.edu/item/p16022coll230:4211,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4211,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4211/manifest.json,UMN_ALMA:9914916300001701,p16022coll230:4211,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Official highway map of Texas,Official highway map of Texas,,eng,,Chamber of Commerce (Austin),,Roads,1929,,1929-1929,Texas,,https://umedia.lib.umn.edu/item/p16022coll230:4041,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4041,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4041/manifest.json,UMN_ALMA:9963807560001701,p16022coll230:4041,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Oil and gas fields of the State of Texas,Oil and gas fields of the State of Texas,,eng,,"U.S. Geological Survey (Washington, D.C)",,Petroleum|Natural Gas|Petroleum Pipelines,1927,,1927-1927,Texas,,https://umedia.lib.umn.edu/item/p16022coll230:4021,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4021,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4021/manifest.json,UMN_ALMA:9944901480001701,p16022coll230:4021,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Phelps & Ensign's travellers' guide, and map of the United States : containing the roads, distances, steam boat and canal routes &c.","Phelps & Ensign's travellers' guide, and map of the United States : containing the roads, distances, steam boat and canal routes &c.",,eng,,Published by Phelps & Ensign (New York),,Transportation,1840,,1840-1840,United States,,https://umedia.lib.umn.edu/item/p16022coll230:3997,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3997,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3997/manifest.json,UMN_ALMA:9964559880001701,p16022coll230:3997,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
A mapp of New England,A mapp of New England,,eng,,National Travel Club (New York),,Early Maps,1900,,1900-1900,United States,,https://umedia.lib.umn.edu/item/p16022coll230:4063,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4063,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4063/manifest.json,UMN_ALMA:9913071780001701,p16022coll230:4063,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of the United States of America showing the rail roads to illustrate Harper's Gazetteer,Map of the United States of America showing the rail roads to illustrate Harper's Gazetteer,,eng,,Harper & Brothers (New York),,,1855,,1855-1855,United States,,https://umedia.lib.umn.edu/item/p16022coll230:4085,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4085,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4085/manifest.json,UMN_ALMA:9976427793301701,p16022coll230:4085,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of the United States of North America : for Volney's View of the climate & soil of the United States,Map of the United States of North America : for Volney's View of the climate & soil of the United States,,eng,,J. Johnson (London),,,1804,,1804-1804,United States,,https://umedia.lib.umn.edu/item/p16022coll230:4121,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4121,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4121/manifest.json,UMN_ALMA:9940783320001701,p16022coll230:4121,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"McKinley's desk outline maps, No. 29AA : The United States","McKinley's desk outline maps, No. 29AA : The United States",,eng,,"McKinley Pub. Co (Philadelphia, Pa)",,,1925,,1925-1925,United States,,https://umedia.lib.umn.edu/item/p16022coll230:4120,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4120,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4120/manifest.json,UMN_ALMA:9965367660001701,p16022coll230:4120,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
New map of the United States showing the complete railway system of the trans-Missouri country,New map of the United States showing the complete railway system of the trans-Missouri country,,eng,,"Rand, McNally (Chicago)",,Railroads|Railroads,1882,,1882-1882,United States,,https://umedia.lib.umn.edu/item/p16022coll230:4111,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4111,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4111/manifest.json,UMN_ALMA:9952821890001701,p16022coll230:4111,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
General chart of Lake Superior,General chart of Lake Superior,,eng,,"On sale at U.S. Lake Survey Office (Detroit, Michigan)",,,,,,United States,,https://umedia.lib.umn.edu/item/p16022coll230:4115,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4115,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4115/manifest.json,UMN_ALMA:9976559407801701,p16022coll230:4115,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of the Northern Pacific railroad and connections,Map of the Northern Pacific railroad and connections,,eng,,Rand McNally & Co (Chicago),,Northern Pacific Railroad Company|Northern Pacific Railroad Company|Railroads,1885,,1885-1885,United States,,https://umedia.lib.umn.edu/item/p16022coll230:4104,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4104,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4104/manifest.json,UMN_ALMA:9975213894601701,p16022coll230:4104,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Map of the territory of the United States from the Mississippi River to the Pacific Ocean : ordered by Jeff'n Davis, Secretary of War to accompany the reports of the explorations for a railroad route : made in accordance with the 10th & 11th sections of the Army Appropriation Act of March 3rd 1853","Map of the territory of the United States from the Mississippi River to the Pacific Ocean : ordered by Jeff'n Davis, Secretary of War to accompany the reports of the explorations for a railroad route : made in accordance with the 10th & 11th sections of the Army Appropriation Act of March 3rd 1853",,eng,,War Dept. (Washington),,Railroads|Pacific Railroads|Explorations and Surveys,1857,,1857-1857,United States,,https://umedia.lib.umn.edu/item/p16022coll230:4044,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4044,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4044/manifest.json,UMN_ALMA:9957957650001701,p16022coll230:4044,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
The Federal Aid Highway System progress map,The Federal Aid Highway System progress map,,eng,,"Bureau of Public Roads (Washington, D.C)",,Federal Highway Program (u.s.)|Roads|Federal Aid to Transportation|Transportation,1927,,1927-1927,United States,,https://umedia.lib.umn.edu/item/p16022coll230:4029,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4029,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4029/manifest.json,UMN_ALMA:9949959430001701,p16022coll230:4029,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Karta Öfver Upsala Län,Karta Öfver Upsala Län,,swe,,Axel E. Aamodts. lith Etabl (Kjöbhavn),,,1865,,1865-1865,Uppsala,,https://umedia.lib.umn.edu/item/p16022coll230:4268,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4268,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4268/manifest.json,UMN_ALMA:9976715309301701,p16022coll230:4268,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of the state of Utah,Map of the state of Utah,,eng,,"U.S. General Land Office (Washington, D.C)",,Land Use|Public Lands,1902,,1902-1902,Utah,,https://umedia.lib.umn.edu/item/p16022coll230:4254,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4254,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4254/manifest.json,UMN_ALMA:9978376531201701,p16022coll230:4254,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Official highway map of the state of Vermont,Official highway map of the state of Vermont,,eng,,"Vermont Secretary of State (Montpelier,  Vt)",,Roads,1924,,1924-1924,Vermont,,https://umedia.lib.umn.edu/item/p16022coll230:4092,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4092,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4092/manifest.json,UMN_ALMA:9974065709201701,p16022coll230:4092,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Official railway map of the state of Vermont,Official railway map of the state of Vermont,,eng,,"Secretary of State for the State of Vermont (Montpelier,  Vt), 1924",,Railroads|Electric Railroads,1924,,1924-1924,Vermont,,https://umedia.lib.umn.edu/item/p16022coll230:4101,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4101,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4101/manifest.json,UMN_ALMA:9974065408101701,p16022coll230:4101,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
